1,3,459
1,5,185
1,5,294
1,5,229
1,3,792
1,2,962
1,4,441
1,1,304
1,5,149
1,1,537
1,3,298
1,2,295
1,1,328
1,5,361
1,3,729
1,4,341
1,5,807
1,2,439
1,4,908
1,4,491
1,2,216
1,3,509
1,4,635
1,4,433
1,4,557
1,1,847
1,2,476
1,2,42
1,2,704
1,5,864
1,2,222
1,2,885
1,1,791
1,2,978
1,1,135
1,3,342
1,3,678
1,1,411
1,5,79
1,2,932
1,3,319
1,5,902
1,4,885
1,5,316
1,4,231
1,3,798
1,5,631
1,4,217
1,3,980
1,4,880
1,1,948
1,3,761
1,4,910
1,4,277
1,5,537
1,3,925
1,1,893
1,3,817
1,1,318
1,3,265
1,1,552
1,2,960
1,5,42
1,2,384
1,1,905
1,5,951
1,2,953
1,4,806
1,5,946
1,3,318
1,3,867
1,2,693
1,1,38
1,5,265
1,1,993
1,1,92
1,3,49
1,2,734
1,3,369
1,1,546
1,2,461
1,4,188
1,1,913
1,4,335
1,4,443
1,5,901
1,4,798
1,2,700
1,3,801
1,5,513
1,2,322
1,5,264
1,1,443
1,2,128
1,1,324
1,3,426
1,3,155
1,5,147
1,5,490
1,2,556
