1,2,104.883
1,2,872.307
1,1,786.927
1,1,710.591
1,2,481.929
1,5,62.7634
1,1,668.543
1,2,360.547
1,2,841.149
1,4,763.922
1,1,283.9
1,1,476.282
1,3,648.636
1,2,373.734
1,2,879.997
1,3,609.369
1,1,772.212
1,2,274.817
1,5,109.455
1,5,225.033
1,3,806.975
1,4,121.985
1,3,698.366
1,4,91.1704
1,5,405.05
1,5,57.2498
1,1,893.622
1,3,738.746
1,4,645.733
1,3,614.092
1,5,682.622
1,4,437.995
1,4,420.377
1,1,775.288
1,2,723.718
1,5,822.341
1,1,298.45
1,5,550.77
1,1,663.754
1,4,646.966
1,3,44.0423
1,1,860.219
1,5,648.388
1,2,48.8618
1,4,228.542
1,1,200.905
1,4,936.315
1,3,179.808
1,3,594.08
1,2,772.162
1,3,738.221
1,1,989.354
1,5,999.266
1,3,311.483
1,2,150.215
1,5,387.329
1,1,30.7531
1,2,125.963
1,1,114.488
1,2,569.499
1,4,196.307
1,4,356.991
1,2,879.871
1,1,85.4196
1,5,505.522
1,4,448.506
1,2,76.6689
1,2,871.879
1,2,526.801
1,4,424.612
1,1,445.765
1,5,202.576
1,5,322.988
1,2,513.744
1,5,708.877
1,5,558.644
1,3,657.028
1,4,959.199
1,5,265.531
1,3,166.842
1,2,201.573
1,4,681.844
1,5,425.844
1,3,315.941
1,4,998.87
1,1,805.035
1,5,703.218
1,1,861.544
1,2,779.481
1,3,302.65
1,2,153.641
1,1,371.178
1,1,112.516
1,2,335.928
1,2,85.1347
1,4,263.139
1,5,883.519
1,2,460.907
1,4,32.659
1,4,564.385
